claim_id,claim_amount,claim_age_days,policyholder_age,prior_claims,vehicle_age_years,annual_premium,claim_type,vehicle_type,policy_state,incident_hour,is_fraud
CLM-000344,4806.46,1872,70,0,16,1503.9,theft,sedan,VIC,9,0
CLM-000345,1385.84,3055,31,2,12,1255.21,windscreen,suv,NSW,17,0
CLM-000346,2608.29,3002,22,1,19,1964.88,windscreen,ute,QLD,23,0
CLM-000347,2231.85,1002,47,0,20,1128.99,liability,ute,SA,9,0
CLM-000348,2758.6,3139,47,3,21,2238.22,collision,suv,QLD,13,0
CLM-000349,1398.34,1299,52,1,2,1759.83,theft,ute,VIC,11,0
CLM-000350,743.26,2049,75,2,11,1624.6,collision,suv,QLD,12,0
CLM-000351,4405.27,1183,64,1,0,1006.64,theft,sedan,QLD,1,0
CLM-000352,6143.18,1908,42,0,19,1650.2,collision,sedan,WA,23,0
CLM-000353,777.33,1932,66,1,15,1549.3,collision,sedan,QLD,12,0
CLM-000354,3931.18,2546,51,0,5,650.53,collision,suv,VIC,5,0
CLM-000355,6716.93,1722,32,1,13,886.48,collision,suv,NSW,13,0
CLM-000356,4660.76,1928,19,2,12,1468.02,collision,suv,VIC,9,0
CLM-000357,2180.91,2377,18,0,11,1306.01,windscreen,suv,NSW,19,0
CLM-000358,1469.06,1524,33,0,11,1179.56,windscreen,suv,SA,18,0
CLM-000359,3167.61,1914,72,1,21,1706.05,collision,ute,VIC,9,0
CLM-000360,3589.75,311,49,0,16,1058.35,theft,ute,VIC,17,0
CLM-000361,3203.04,3174,48,2,8,1199.77,liability,sedan,VIC,0,0
CLM-000362,2604.25,460,44,2,17,1136.48,collision,suv,QLD,23,0
CLM-000363,1323.47,3186,35,1,3,1518.36,collision,suv,VIC,12,0
CLM-000364,4092.93,2775,65,1,6,782.58,collision,suv,NSW,15,0
CLM-000365,4243.49,3458,18,0,2,1185.77,theft,sedan,WA,15,0
CLM-000366,3465.52,90,58,0,19,781.49,collision,suv,VIC,7,0
CLM-000367,3239.73,792,80,1,0,1246.75,windscreen,ute,VIC,16,0
CLM-000368,10503.22,190,76,2,19,1588.61,theft,suv,NSW,9,0
CLM-000369,1866.31,1524,42,1,18,1594.5,collision,sedan,VIC,16,0
CLM-000370,7793.74,3301,75,0,20,1109.89,liability,suv,QLD,2,0
CLM-000371,1718.97,2796,33,0,16,1526.0,windscreen,hatchback,WA,3,0
CLM-000372,6848.01,2569,34,0,10,1288.9,collision,sedan,NSW,22,0
CLM-000373,7517.78,3096,41,1,17,1799.16,collision,hatchback,SA,17,0
CLM-000374,2392.78,15,19,0,21,1307.11,collision,sedan,QLD,3,0
CLM-000375,10360.15,2874,35,0,19,450.0,collision,suv,NSW,5,0
CLM-000376,4237.7,1138,75,1,17,1645.24,collision,suv,NSW,13,0
CLM-000377,1543.87,2521,69,0,16,1198.5,liability,sedan,NSW,0,0
CLM-000378,2251.57,2786,40,1,14,1259.51,collision,hatchback,WA,9,0
CLM-000379,6971.4,2502,38,0,19,1460.85,collision,suv,NSW,7,1
CLM-000380,5956.86,1524,41,0,9,879.85,windscreen,hatchback,VIC,3,0
CLM-000381,1348.12,2232,25,2,11,1374.64,collision,sedan,QLD,7,0
CLM-000382,2685.32,1711,28,1,18,1526.38,liability,hatchback,WA,7,0
CLM-000383,3472.54,2293,84,3,5,1470.14,windscreen,hatchback,QLD,1,0
CLM-000384,2037.13,1674,64,0,16,1152.35,collision,suv,QLD,15,0
CLM-000385,17471.91,1438,63,1,2,1677.34,collision,sedan,NSW,6,0
CLM-000386,3551.94,737,36,0,12,1020.83,liability,ute,WA,0,1
CLM-000387,2845.92,1414,75,3,0,1143.58,windscreen,suv,NSW,0,0
CLM-000388,7281.84,2633,29,0,21,1305.12,liability,hatchback,NSW,23,0
CLM-000389,2266.72,3176,82,2,18,1447.5,collision,suv,SA,2,0
CLM-000390,6345.94,375,51,0,5,1242.9,windscreen,sedan,NSW,21,0
CLM-000391,853.38,667,40,1,3,1755.43,theft,sedan,NSW,3,0
CLM-000392,2121.25,1851,68,0,14,1447.44,collision,ute,QLD,2,0
CLM-000393,6547.27,2564,45,0,19,1374.97,theft,hatchback,NSW,13,0
CLM-000394,9678.37,620,36,0,7,1435.84,theft,sedan,NSW,20,1
CLM-000395,1669.08,1185,63,0,21,1591.86,collision,ute,QLD,1,0
CLM-000396,1529.4,169,66,2,10,1429.46,collision,hatchback,QLD,7,0
CLM-000397,4562.31,191,58,0,9,752.86,windscreen,sedan,QLD,18,0
CLM-000398,1868.19,522,48,0,7,1709.54,collision,sedan,NSW,1,0
CLM-000399,2437.11,2661,40,0,5,1389.49,collision,ute,VIC,4,0
CLM-000400,5752.0,3173,45,2,7,1576.0,collision,suv,WA,7,0
CLM-000401,1982.12,1820,76,1,3,1216.04,collision,sedan,NSW,19,0
CLM-000402,682.61,642,42,0,8,747.18,liability,hatchback,NSW,19,0
CLM-000403,1123.48,3363,82,1,6,597.96,windscreen,suv,NSW,17,0
CLM-000404,3003.3,1016,27,1,1,1038.36,collision,hatchback,VIC,15,0
CLM-000405,736.89,564,28,1,7,1520.71,liability,hatchback,NSW,0,0
CLM-000406,2385.42,504,40,0,0,1778.3,windscreen,hatchback,QLD,5,0
CLM-000407,1049.35,1288,18,0,3,1449.65,collision,suv,SA,22,0
CLM-000408,10198.07,2684,76,1,15,1002.76,windscreen,sedan,NSW,17,0
CLM-000409,15121.26,1449,40,1,0,1091.24,collision,suv,QLD,5,1
CLM-000410,1347.97,1625,24,0,6,1799.06,liability,sedan,NSW,16,0
CLM-000411,3613.99,1242,59,0,15,917.44,theft,suv,NSW,17,0
CLM-000412,1450.55,3444,82,1,0,2043.59,theft,sedan,QLD,17,0
CLM-000413,2363.77,2495,84,0,16,1969.09,collision,suv,VIC,23,0
CLM-000414,11528.78,2424,25,1,1,2054.46,liability,sedan,SA,12,0
CLM-000415,2100.61,1597,71,0,1,1475.63,collision,sedan,VIC,1,0
CLM-000416,2405.4,1939,42,0,4,1237.3,collision,sedan,NSW,19,0
CLM-000417,1470.13,3230,74,0,18,1467.59,collision,suv,VIC,0,0
CLM-000418,7041.96,2396,58,1,1,1649.83,windscreen,ute,NSW,15,0
CLM-000419,257.89,2970,67,1,2,1135.24,collision,sedan,WA,19,0
CLM-000420,2138.59,147,74,2,20,986.6,liability,hatchback,QLD,3,0
CLM-000421,2880.11,3137,77,0,13,1256.3,theft,hatchback,VIC,19,0
CLM-000422,1815.64,3469,27,0,12,1095.14,collision,suv,VIC,19,0
CLM-000423,5696.8,2438,66,1,0,1759.49,collision,suv,QLD,15,0
CLM-000424,7343.13,3490,27,1,8,1146.58,collision,suv,QLD,7,0
CLM-000425,1033.77,2072,81,0,12,1381.56,theft,sedan,NSW,4,0
CLM-000426,14330.06,1007,60,1,11,1674.4,windscreen,suv,NSW,16,0
CLM-000427,1025.11,2212,30,2,11,1772.35,collision,sedan,NSW,3,0
CLM-000428,7835.92,2293,37,0,2,1418.82,windscreen,hatchback,VIC,16,0
CLM-000429,3335.48,527,78,4,21,1476.82,collision,hatchback,VIC,4,0
CLM-000430,2043.1,736,61,1,15,1014.39,windscreen,hatchback,NSW,8,0
CLM-000431,2192.89,1063,33,0,5,1687.61,liability,suv,VIC,12,0
CLM-000432,2906.97,1998,72,1,21,1766.96,windscreen,suv,VIC,3,0
CLM-000433,3485.31,540,66,0,6,732.78,theft,hatchback,NSW,19,0
CLM-000434,1495.0,2813,23,0,2,1931.77,windscreen,sedan,WA,16,0
CLM-000435,2501.25,399,36,1,19,1118.78,collision,sedan,VIC,0,0
CLM-000436,1672.37,3430,74,0,3,1546.23,collision,suv,VIC,20,0
CLM-000437,1198.36,2466,41,0,1,1375.6,collision,suv,VIC,17,0
CLM-000438,1614.88,1238,20,0,13,1330.08,collision,suv,NSW,20,0
CLM-000439,1258.3,1359,58,0,5,1281.85,windscreen,sedan,WA,14,0
CLM-000440,2175.22,2531,78,0,3,1022.45,theft,suv,VIC,15,0
CLM-000441,4123.08,324,55,0,2,1522.86,windscreen,sedan,VIC,9,1
CLM-000442,3263.43,2614,83,1,2,1255.61,collision,sedan,WA,5,0
CLM-000443,13105.12,2015,25,1,21,917.89,windscreen,sedan,WA,5,0
CLM-000444,568.02,807,62,0,14,1008.45,collision,suv,WA,7,0
CLM-000445,4238.67,3275,61,1,18,923.49,collision,hatchback,NSW,6,0
CLM-000446,2995.35,2295,83,0,13,1176.89,windscreen,suv,NSW,18,0
CLM-000447,5495.87,597,52,0,11,1510.08,liability,ute,QLD,12,0
CLM-000448,5101.8,2392,73,0,4,1115.33,theft,ute,VIC,9,0
CLM-000449,2633.99,1501,27,2,21,1671.9,collision,suv,QLD,17,0
CLM-000450,3393.06,2788,20,0,18,1310.66,theft,hatchback,QLD,17,0
CLM-000451,1706.07,1796,66,1,11,1254.5,collision,ute,NSW,22,0
CLM-000452,4723.29,3649,18,0,2,1355.53,liability,suv,NSW,7,0
CLM-000453,728.39,3384,76,1,16,1810.4,windscreen,sedan,VIC,5,0
CLM-000454,5338.07,146,19,0,7,897.46,collision,sedan,NSW,0,0
CLM-000455,2929.6,1500,64,0,4,1896.6,collision,hatchback,QLD,3,0
CLM-000456,2068.76,738,48,0,16,1666.85,collision,ute,QLD,14,0
CLM-000457,2503.89,1643,61,1,18,1342.85,liability,hatchback,VIC,19,0
CLM-000458,2645.47,529,59,1,13,1740.4,collision,hatchback,QLD,14,0
CLM-000459,7887.05,1955,47,1,1,1243.58,windscreen,sedan,VIC,23,0
CLM-000460,33695.52,563,50,1,13,1444.27,theft,ute,QLD,15,1
CLM-000461,7442.06,2274,51,1,20,1171.33,collision,suv,NSW,21,0
CLM-000462,1950.82,1658,63,1,15,1668.94,collision,ute,QLD,6,0
CLM-000463,4780.67,3624,65,0,5,1116.61,liability,sedan,QLD,7,0
CLM-000464,4939.39,3206,48,1,14,1333.05,collision,sedan,NSW,19,0
CLM-000465,1489.4,2190,41,0,5,1574.12,collision,ute,VIC,15,0
CLM-000466,1157.94,1637,20,1,19,1695.9,theft,ute,WA,11,0
CLM-000467,2842.78,2612,70,0,18,1079.02,theft,suv,NSW,22,0
CLM-000468,5463.15,2439,33,1,12,1598.54,liability,sedan,QLD,18,0
CLM-000469,889.93,508,47,0,2,1025.94,collision,sedan,SA,7,0
CLM-000470,1735.98,1374,84,0,8,640.39,collision,hatchback,WA,14,0
CLM-000471,4580.16,3621,70,0,2,1103.14,collision,suv,VIC,9,0
CLM-000472,3075.72,1166,41,0,16,1625.44,collision,suv,QLD,9,0
CLM-000473,8623.15,48,49,1,14,1345.97,collision,suv,SA,19,0
CLM-000474,1034.29,3044,39,0,5,1173.45,collision,suv,VIC,16,0
CLM-000475,17398.23,3404,59,1,18,1368.31,collision,suv,NSW,0,0
CLM-000476,940.59,2392,28,0,16,1357.39,collision,suv,NSW,13,0
CLM-000477,650.75,2317,81,0,20,1555.23,collision,hatchback,QLD,15,0
CLM-000478,2852.11,1280,84,0,6,818.14,theft,hatchback,VIC,12,0
CLM-000479,1273.03,1311,38,0,3,1316.22,theft,hatchback,NSW,7,0
CLM-000480,2895.56,3336,33,0,10,1391.01,collision,suv,VIC,15,0
CLM-000481,2820.6,3131,54,3,5,899.43,collision,suv,QLD,22,0
CLM-000482,2573.88,1819,61,1,16,894.9,collision,ute,VIC,2,0
CLM-000483,1584.77,1142,61,0,9,1229.65,theft,hatchback,WA,14,0
CLM-000484,4123.64,687,20,2,13,1352.81,collision,suv,QLD,21,0
CLM-000485,2349.59,39,65,1,3,1353.98,collision,ute,SA,9,0
CLM-000486,6820.91,1763,22,0,1,1166.41,collision,ute,WA,8,0
CLM-000487,2603.78,2021,40,0,20,1152.88,collision,ute,NSW,5,0
CLM-000488,1445.94,2462,66,0,9,1219.59,collision,ute,QLD,5,0
CLM-000489,840.69,2938,77,1,3,1448.51,collision,sedan,NSW,9,0
CLM-000490,2619.97,1339,60,0,17,1760.72,collision,suv,SA,18,0
CLM-000491,1150.67,608,28,4,2,617.27,windscreen,suv,NSW,4,0
CLM-000492,1083.04,3079,63,1,21,1555.59,theft,sedan,QLD,5,0
CLM-000493,4427.51,2782,20,1,8,1313.32,theft,hatchback,WA,23,0
CLM-000494,785.84,1945,33,0,10,1523.49,collision,suv,NSW,23,0
CLM-000495,8596.8,142,26,0,5,1741.23,windscreen,sedan,WA,5,0
CLM-000496,3360.31,1707,83,0,1,1100.81,collision,hatchback,NSW,10,0
CLM-000497,2884.53,2260,42,1,8,1661.62,collision,ute,VIC,9,0
CLM-000498,1371.86,3134,55,0,8,936.17,theft,ute,VIC,7,0
CLM-000499,5288.44,1854,70,0,9,1392.11,collision,suv,VIC,3,0
CLM-000500,2974.47,1689,82,0,10,1269.97,collision,hatchback,VIC,1,1
CLM-000501,1781.89,1386,84,1,13,1365.27,windscreen,suv,WA,14,0
CLM-000502,3462.92,1512,28,0,1,1023.62,liability,suv,NSW,1,0
CLM-000503,843.8,59,44,1,7,1494.17,liability,sedan,VIC,14,0
CLM-000504,874.37,378,45,0,19,1873.47,collision,suv,WA,2,0
CLM-000505,1286.73,2760,71,0,20,1029.29,collision,ute,QLD,3,0
CLM-000506,3874.4,1323,40,0,11,1412.58,windscreen,suv,NSW,0,0
CLM-000507,2973.68,3105,33,1,8,1632.44,collision,suv,SA,9,0
CLM-000508,6546.82,1449,68,0,9,1252.08,windscreen,hatchback,NSW,7,1
CLM-000509,1495.19,3638,51,2,17,1798.93,collision,ute,VIC,7,0
CLM-000510,4587.09,659,68,1,8,1208.2,collision,sedan,VIC,7,0
CLM-000511,2736.94,686,43,0,20,1311.62,collision,hatchback,QLD,22,0
CLM-000512,1469.56,2145,50,1,0,1022.26,windscreen,ute,NSW,10,0
CLM-000513,3979.78,2929,18,0,13,1391.77,collision,hatchback,NSW,19,0
CLM-000514,2836.97,525,19,3,11,1351.0,collision,hatchback,QLD,5,0
CLM-000515,1859.68,1835,18,0,9,1559.85,collision,hatchback,NSW,11,0
CLM-000516,3076.35,816,29,1,10,1140.05,collision,ute,VIC,1,0
CLM-000517,2704.99,2690,41,1,3,1124.94,collision,suv,QLD,6,0
CLM-000518,2656.42,2047,21,0,7,1502.62,windscreen,sedan,QLD,1,0
CLM-000519,2187.59,2387,28,0,7,1811.07,collision,suv,NSW,0,0
CLM-000520,1120.23,981,74,1,14,1557.57,windscreen,ute,NSW,4,0
CLM-000521,3152.89,1054,75,1,13,1959.65,windscreen,suv,SA,3,0
CLM-000522,1632.66,2334,37,1,9,1533.25,collision,hatchback,VIC,7,0
CLM-000523,1386.8,1288,81,0,11,1521.37,collision,sedan,NSW,17,0
CLM-000524,2488.6,2520,25,1,12,1574.17,theft,suv,NSW,3,0
CLM-000525,5169.44,562,20,0,1,1841.1,collision,suv,VIC,14,0
CLM-000526,3426.21,1099,41,1,19,1758.4,collision,suv,SA,8,0
CLM-000527,2001.48,371,35,0,19,991.99,liability,sedan,NSW,9,0
CLM-000528,1942.03,318,23,0,8,1614.19,liability,sedan,NSW,22,0
CLM-000529,4802.35,957,74,0,16,1437.57,windscreen,hatchback,VIC,11,0
CLM-000530,493.96,1786,83,0,8,1285.97,collision,suv,NSW,6,0
CLM-000531,5420.94,527,36,1,1,764.93,theft,sedan,NSW,5,0
CLM-000532,731.05,339,39,1,19,841.75,windscreen,sedan,SA,4,0
CLM-000533,1031.16,3202,66,1,5,1229.73,collision,suv,QLD,19,0
CLM-000534,2026.98,1880,80,1,7,866.68,theft,sedan,NSW,15,1
CLM-000535,15177.86,2611,37,1,12,1236.56,collision,ute,VIC,6,0
CLM-000536,10488.81,2650,63,1,9,1585.73,collision,ute,NSW,11,0
CLM-000537,5063.77,370,19,1,5,1158.28,collision,sedan,NSW,12,0
CLM-000538,3894.84,2264,55,0,17,1377.54,collision,suv,VIC,1,0
CLM-000539,737.52,3141,84,1,7,996.92,collision,sedan,VIC,21,0
CLM-000540,3352.86,1636,49,1,13,1448.59,windscreen,sedan,QLD,18,0
CLM-000541,1974.53,3146,60,1,14,1517.68,liability,hatchback,WA,12,0
CLM-000542,1615.66,3452,64,2,20,880.43,collision,suv,NSW,17,0
CLM-000543,3347.95,1994,60,0,10,1101.88,windscreen,hatchback,SA,2,0
CLM-000544,2093.66,371,63,1,10,931.83,liability,sedan,VIC,23,0
CLM-000545,5721.43,2253,77,0,20,1518.04,collision,suv,NSW,15,0
CLM-000546,697.87,3212,18,0,10,1404.12,collision,suv,WA,22,0
CLM-000547,3153.47,2114,77,0,6,1333.6,collision,suv,NSW,20,0
CLM-000548,1541.76,2920,78,0,0,1307.67,collision,hatchback,VIC,14,0
CLM-000549,2192.45,1954,78,1,7,1456.54,windscreen,sedan,QLD,6,0
CLM-000550,3746.1,1532,42,1,4,1463.14,collision,hatchback,NSW,16,0
CLM-000551,1289.51,3451,57,1,6,1186.46,collision,hatchback,WA,12,0
CLM-000552,3371.71,557,41,0,11,1140.25,collision,suv,NSW,9,0
CLM-000553,2542.1,1633,74,0,11,1330.53,collision,suv,WA,17,0
CLM-000554,1816.31,568,45,0,4,1287.39,liability,suv,NSW,21,0
CLM-000555,2094.5,2389,38,1,10,2030.03,collision,sedan,NSW,4,1
CLM-000556,2654.7,3364,63,0,9,1223.31,collision,ute,VIC,13,0
CLM-000557,1675.93,3641,21,0,0,1445.59,collision,suv,WA,18,0
CLM-000558,2996.86,853,43,0,6,1503.76,collision,hatchback,NSW,7,0
CLM-000559,2419.62,2655,31,0,15,1812.17,theft,suv,WA,8,0
CLM-000560,1884.73,3190,43,1,0,1082.31,collision,suv,NSW,0,0
CLM-000561,9822.02,3043,48,1,6,1792.08,collision,ute,VIC,7,0
CLM-000562,4070.13,1837,22,0,10,1301.36,collision,suv,VIC,14,0
CLM-000563,2237.17,636,75,1,3,2175.44,windscreen,hatchback,NSW,23,0
CLM-000564,3325.57,1685,45,1,14,1469.66,theft,sedan,SA,12,0
CLM-000565,1380.06,2832,42,0,15,944.45,theft,hatchback,VIC,6,0
CLM-000566,2148.28,2261,28,1,7,1284.94,theft,hatchback,QLD,19,0
CLM-000567,2344.77,1417,84,1,5,1790.97,windscreen,hatchback,VIC,4,1
CLM-000568,1170.17,784,75,0,17,1376.91,collision,suv,VIC,4,0
CLM-000569,3985.89,2379,50,1,4,1330.32,collision,hatchback,QLD,12,0
CLM-000570,2040.17,1563,40,2,3,1587.27,collision,sedan,WA,19,0
CLM-000571,2283.35,1723,49,2,0,1236.15,collision,ute,QLD,5,0
CLM-000572,1945.86,3425,82,0,2,1280.46,windscreen,sedan,VIC,0,0
CLM-000573,27427.95,33,32,1,19,1038.26,collision,sedan,QLD,17,1
CLM-000574,1813.54,869,63,1,20,1920.51,windscreen,suv,QLD,14,0
CLM-000575,631.75,3357,78,1,12,946.54,windscreen,suv,VIC,16,0
CLM-000576,897.89,3363,68,1,20,1405.92,collision,suv,QLD,9,0
CLM-000577,5268.37,1104,76,0,15,1508.36,liability,hatchback,VIC,2,0
CLM-000578,8122.06,3628,81,2,8,1345.5,theft,sedan,QLD,7,0
CLM-000579,1787.64,772,22,2,15,936.23,windscreen,ute,SA,11,0
CLM-000580,7779.23,189,34,0,9,1020.41,collision,sedan,SA,10,0
CLM-000581,5198.85,1120,27,1,21,1522.43,collision,ute,WA,21,0
CLM-000582,2586.06,1939,56,0,18,1092.64,collision,ute,QLD,5,0
CLM-000583,2452.01,21,45,0,18,666.23,collision,suv,QLD,7,0
CLM-000584,3414.04,627,20,1,11,1477.7,collision,ute,NSW,4,1
CLM-000585,5756.54,2886,55,0,11,1062.08,liability,hatchback,VIC,13,0
CLM-000586,4015.72,2269,24,0,2,1558.3,theft,hatchback,NSW,19,0
CLM-000587,1794.34,2209,45,2,14,1283.46,collision,suv,NSW,21,0
CLM-000588,2615.85,3611,42,2,2,1267.56,collision,suv,SA,5,0
CLM-000589,13173.3,833,77,0,11,1367.24,collision,ute,WA,10,0
CLM-000590,3599.0,3273,63,0,2,974.3,collision,sedan,VIC,17,0
CLM-000591,5721.54,1296,59,0,10,1077.6,liability,hatchback,NSW,1,0
CLM-000592,4468.97,3375,73,1,17,1264.23,collision,suv,QLD,17,0
CLM-000593,3659.27,2858,30,1,6,972.37,collision,hatchback,VIC,3,0
CLM-000594,3234.16,778,35,0,13,1585.56,theft,sedan,WA,0,0
CLM-000595,5843.25,764,68,4,5,1248.56,collision,sedan,SA,2,0
CLM-000596,5110.14,1979,68,1,6,871.69,collision,hatchback,VIC,21,0
CLM-000597,3633.39,1835,19,0,4,1165.52,windscreen,hatchback,NSW,16,0
CLM-000598,1771.67,857,33,0,3,1383.4,theft,hatchback,NSW,18,0
CLM-000599,3980.53,950,33,0,8,1202.79,liability,hatchback,NSW,16,0
CLM-000600,2834.85,3282,18,0,2,1481.94,theft,suv,VIC,19,0
CLM-000601,2365.65,2751,62,0,19,1539.43,collision,sedan,NSW,11,0
CLM-000602,22227.42,697,21,0,16,2142.56,windscreen,sedan,NSW,19,0
CLM-000603,939.84,2647,74,0,4,1729.71,liability,suv,NSW,1,0
CLM-000604,6117.35,561,57,0,19,810.0,windscreen,sedan,NSW,13,0
CLM-000605,1560.87,1624,69,0,8,1231.12,liability,hatchback,QLD,18,0
CLM-000606,3289.19,44,51,1,11,1262.01,windscreen,sedan,NSW,23,0
CLM-000607,20464.37,2369,83,1,15,1539.77,windscreen,sedan,WA,8,0
CLM-000608,1448.41,664,36,1,16,1041.92,collision,sedan,NSW,4,0
CLM-000609,1732.11,861,55,0,0,1174.69,windscreen,sedan,NSW,17,0
CLM-000610,2942.06,692,18,0,6,939.34,collision,sedan,NSW,1,0
CLM-000611,1579.06,669,73,3,7,1151.25,collision,suv,QLD,18,0
CLM-000612,5785.11,282,56,0,12,1163.56,theft,suv,NSW,16,0
CLM-000613,1996.4,2023,29,1,19,1246.71,liability,suv,VIC,16,0
CLM-000614,4868.33,3167,72,0,9,958.45,liability,hatchback,NSW,7,0
CLM-000615,1100.05,1100,84,2,10,1674.07,collision,suv,SA,2,0
CLM-000616,768.83,2846,22,0,1,1505.83,windscreen,ute,NSW,14,0
CLM-000617,2510.56,1984,74,0,11,871.89,windscreen,suv,VIC,8,0
CLM-000618,919.31,928,67,0,10,1358.57,collision,sedan,WA,9,1
CLM-000619,9308.67,225,41,0,14,833.47,collision,suv,NSW,4,0
CLM-000620,946.38,2858,60,1,18,1792.94,collision,hatchback,NSW,8,0
CLM-000621,1368.86,83,70,0,12,1882.66,windscreen,suv,WA,19,0
CLM-000622,4065.19,1540,50,0,1,1331.61,collision,sedan,NSW,21,0
CLM-000623,1920.28,125,62,1,17,1068.63,liability,suv,NSW,8,0
CLM-000624,954.52,2830,21,0,10,1130.79,collision,hatchback,VIC,3,0
CLM-000625,13766.22,3612,79,1,10,1200.27,liability,ute,NSW,0,0
CLM-000626,1406.38,1178,79,0,19,1314.75,collision,suv,WA,4,0
CLM-000627,2572.95,1144,32,1,12,1802.25,windscreen,hatchback,QLD,0,0
CLM-000628,2548.11,2060,49,1,17,1665.35,collision,ute,VIC,16,0
CLM-000629,5078.3,1832,33,4,19,1670.43,collision,suv,NSW,15,0
CLM-000630,4216.52,1392,44,1,10,1406.29,windscreen,sedan,QLD,18,0
CLM-000631,1603.43,1335,36,0,21,969.31,liability,sedan,QLD,7,0
CLM-000632,2334.68,685,75,0,3,1095.88,windscreen,hatchback,NSW,19,0
CLM-000633,2514.45,915,64,1,19,1370.04,collision,suv,WA,4,0
CLM-000634,5227.66,2137,74,1,18,953.64,collision,suv,VIC,5,0
CLM-000635,1241.11,2680,71,3,2,1450.31,collision,suv,QLD,21,0
CLM-000636,13542.43,2740,66,0,3,1615.69,collision,sedan,NSW,21,0
CLM-000637,1686.84,1885,29,2,0,1529.96,theft,hatchback,NSW,14,0
CLM-000638,2961.46,2748,73,0,6,1516.71,windscreen,sedan,QLD,14,0
CLM-000639,1248.89,2160,70,0,21,734.13,windscreen,hatchback,QLD,16,0
CLM-000640,1125.95,1300,26,0,2,1790.01,windscreen,suv,VIC,19,0
CLM-000641,1547.16,1289,23,1,0,832.76,windscreen,sedan,NSW,5,0
CLM-000642,1439.58,1893,68,0,10,1299.59,windscreen,sedan,WA,1,0
CLM-000643,2184.86,1122,44,1,7,1554.12,collision,hatchback,NSW,4,0
CLM-000644,1430.5,2787,39,0,13,1468.34,collision,sedan,VIC,8,0
CLM-000645,5022.41,675,44,1,13,928.31,theft,sedan,QLD,5,0
CLM-000646,1657.0,198,76,3,18,987.55,windscreen,ute,NSW,12,0
CLM-000647,1524.83,1792,42,1,9,1444.73,collision,suv,NSW,3,0
CLM-000648,2220.02,262,42,1,10,1518.58,collision,suv,NSW,13,0
CLM-000649,6276.89,699,44,0,0,984.62,theft,sedan,WA,17,0
CLM-000650,3502.24,1373,21,0,21,1479.56,collision,hatchback,NSW,2,0
CLM-000651,2766.21,15,20,2,4,849.96,collision,sedan,QLD,6,0
CLM-000652,1017.61,815,45,1,13,1556.05,liability,sedan,SA,12,0
CLM-000653,1265.18,1988,19,0,19,1058.33,theft,sedan,QLD,1,0
CLM-000654,1142.75,1367,68,0,13,1376.57,collision,sedan,VIC,15,0
CLM-000655,7943.73,3271,46,1,13,1321.16,windscreen,sedan,VIC,18,0
CLM-000656,4437.84,342,51,1,3,1733.02,collision,sedan,VIC,8,0
CLM-000657,1562.1,2626,40,1,15,1429.9,windscreen,sedan,VIC,0,0
CLM-000658,1952.22,2160,69,1,4,1152.3,collision,suv,SA,12,0
CLM-000659,1605.25,2351,46,2,15,1468.67,theft,hatchback,QLD,20,0
CLM-000660,1533.95,2451,20,1,12,2057.0,collision,sedan,VIC,7,0
CLM-000661,4210.03,191,50,0,10,1594.24,collision,sedan,VIC,20,0
CLM-000662,2402.7,2890,29,1,15,1330.47,liability,hatchback,WA,20,0
CLM-000663,14198.28,1209,57,0,15,1074.91,collision,hatchback,NSW,6,0
CLM-000664,7614.2,2374,55,1,4,1146.56,collision,ute,WA,14,0
CLM-000665,7959.41,1072,49,0,8,1574.4,collision,sedan,NSW,1,0
CLM-000666,4932.09,1446,43,0,10,1057.69,windscreen,suv,QLD,13,0
CLM-000667,2171.14,2555,57,1,3,1350.89,windscreen,sedan,WA,21,0
CLM-000668,4667.33,3412,63,1,7,1824.41,liability,sedan,VIC,22,0
CLM-000669,2294.74,3204,76,0,0,1399.63,collision,suv,NSW,4,0
CLM-000670,10124.43,2651,82,0,9,993.89,collision,suv,WA,15,0
CLM-000671,4036.81,1965,23,0,4,2068.69,collision,suv,VIC,1,0
CLM-000672,3629.21,1926,62,1,4,1931.61,collision,suv,NSW,6,0
CLM-000673,3279.04,3524,23,0,18,1515.39,liability,sedan,VIC,20,0
CLM-000674,10995.04,755,45,0,3,1771.0,windscreen,suv,VIC,15,0
CLM-000675,1017.08,3482,67,0,2,1261.9,theft,ute,QLD,9,0
CLM-000676,11833.81,2368,54,0,7,1589.07,collision,hatchback,NSW,23,0
CLM-000677,2592.52,2248,72,0,0,1210.23,liability,suv,VIC,18,0
CLM-000678,1038.35,2159,79,1,19,902.71,collision,suv,WA,0,0
CLM-000679,1695.69,2965,83,0,21,2205.33,collision,sedan,NSW,1,0
CLM-000680,864.28,2494,63,1,17,885.84,collision,sedan,VIC,15,0
CLM-000681,4867.05,346,63,1,17,1448.19,collision,ute,QLD,21,1
CLM-000682,1368.24,2851,71,2,2,1444.34,collision,sedan,WA,3,0
CLM-000683,3382.94,2659,33,0,12,1520.28,collision,suv,VIC,12,0
CLM-000684,6979.01,3339,38,1,1,1320.4,collision,suv,WA,19,0
CLM-000685,1800.8,3418,40,1,6,1323.85,theft,sedan,NSW,20,0
CLM-000686,2437.97,3464,67,2,10,1395.68,collision,sedan,VIC,15,0
CLM-000687,1121.56,156,41,1,14,1508.36,collision,suv,SA,23,0
